Betrag,ZeitLetzteTx,EntfernungClusterzentrum,EntfernungnaechstesGeraet,letzteHandyEntsperrung,Alter,Fraud,5311,5411,5541,5812,5912,7995,6012,5813,4111,7011
2707.09,10.77,86.72,441.12,1.35,41,0,0,0,0,0,0,0,0,1,0,0
1323,11.96,30.42,235.9,39.39,57,0,0,0,0,0,1,0,0,0,0,0
1742.05,21.19,47.28,274.16,31.03,37,1,0,0,0,0,0,1,0,0,0,0
4414.65,15.18,10.08,452.5,92.24,59,0,1,0,0,0,0,0,0,0,0,0
1078.39,0.83,93.62,385.17,146.74,60,1,0,0,0,1,0,0,0,0,0,0
1490.89,0.33,30.9,370.68,3.3,24,0,0,0,0,0,0,0,1,0,0,0
1234.87,10.27,7.81,430.78,3.29,35,0,0,0,0,0,0,1,0,0,0,0
2980.16,8.8,55.42,303.83,79.2,22,0,0,0,0,0,1,0,0,0,0,0
9607.51,4.18,728.12,23.51,54.95,88,1,1,0,0,0,0,0,0,0,0,0
459.94,5.91,61.17,345.48,27.09,75,1,1,0,0,0,0,0,0,0,0,0
2479.67,12.68,36.95,60.41,16.44,79,0,1,0,0,0,0,0,0,0,0,0
8981.35,6.52,46.47,273.3,90.77,69,0,0,0,1,0,0,0,0,0,0,0
904.26,0.68,447.23,177.81,10.36,24,0,0,0,0,1,0,0,0,0,0,0
8027.19,11.99,10.58,387.23,52.33,80,1,0,0,1,0,0,0,0,0,0,0
600.76,17.63,23.21,375.52,10.93,59,0,0,0,0,0,1,0,0,0,0,0
2345.49,20.1,19.07,312.03,11.74,20,0,0,0,0,0,0,0,0,0,0,1
8743.06,3.8,337.24,157.33,28.97,71,1,0,0,0,0,0,0,0,0,1,0
60.13,10.19,23.59,335.85,14.47,79,0,0,0,0,0,1,0,0,0,0,0
4681.94,2.6,89.41,364.42,68.25,32,0,0,0,0,0,0,0,0,1,0,0
7321.52,1.27,26.33,341.36,42.56,45,0,0,0,0,0,1,0,0,0,0,0
3422.09,8.18,987.99,13.58,60.19,78,0,0,0,0,0,1,0,0,0,0,0
1821.42,10.45,28.71,251.24,60.7,75,0,1,0,0,0,0,0,0,0,0,0
626.52,44.38,793.76,156.84,2.51,54,0,0,0,0,0,0,0,1,0,0,0
8779.7,0.54,83.6,422.05,47.56,23,1,0,0,0,1,0,0,0,0,0,0
7659.44,0.25,15.38,47.5,72.68,39,1,0,0,0,1,0,0,0,0,0,0
6770.51,5.73,65.77,261.08,38.98,28,0,0,1,0,0,0,0,0,0,0,0
8011.17,22.29,10.71,298.2,9.75,71,0,0,0,0,0,0,0,0,0,1,0
5437.5,6.71,39.43,31.02,11.6,51,0,0,0,0,1,0,0,0,0,0,0
8638.08,6.48,35.26,184.65,3.87,37,1,0,0,0,0,0,1,0,0,0,0
5044.95,2.56,22.14,151.94,27.62,74,0,0,0,0,1,0,0,0,0,0,0
3924.98,3.84,132.57,266.77,6.01,56,0,0,0,0,0,1,0,0,0,0,0
5252.84,11.94,205.76,167.46,12.64,81,0,0,0,0,0,0,0,1,0,0,0
9710.11,2.18,43.61,241.68,20.82,66,0,0,0,0,0,0,0,0,0,1,0
6727.24,1.96,52.63,42.08,5.01,57,0,0,0,0,1,0,0,0,0,0,0
1718.27,3.4,25.33,187.36,66.66,62,1,1,0,0,0,0,0,0,0,0,0
4344.68,7.38,726.44,310.79,48.68,58,0,0,0,0,1,0,0,0,0,0,0
7179.96,0.56,25.05,238.15,12.4,49,0,0,0,0,0,0,0,0,0,1,0
4192.26,0,90.85,313.8,9.28,25,1,0,0,1,0,0,0,0,0,0,0
6726.38,3.52,18.3,224.08,15.9,79,0,0,0,0,1,0,0,0,0,0,0
390.95,5.06,29.63,258.69,31.03,78,1,0,0,0,0,0,0,1,0,0,0
4005.42,8.39,8.35,194.96,8.35,38,0,0,0,0,0,0,0,0,0,1,0
3060.53,1.05,8.23,259.11,85.02,49,1,0,0,0,0,0,1,0,0,0,0
6064.65,11.82,122.44,163.07,20.66,71,0,0,0,0,1,0,0,0,0,0,0
1078.04,1.6,16.22,329.28,6.23,77,0,0,0,0,0,0,0,0,0,1,0
4528.51,5.91,664.27,232.01,30.73,78,1,0,0,0,1,0,0,0,0,0,0
6004.5,7.9,35.01,494.45,23.84,36,1,0,0,0,0,0,0,0,1,0,0
905.33,23.52,25.89,273.78,74.53,87,0,0,0,1,0,0,0,0,0,0,0
5222.44,11.01,20.66,384.75,11.08,81,0,0,0,0,0,1,0,0,0,0,0
7449.95,1.78,878.04,37.39,23.04,50,0,1,0,0,0,0,0,0,0,0,0
5718.68,4.31,329.62,458.43,9.36,73,0,0,0,0,1,0,0,0,0,0,0
427.13,13.53,728.81,166.48,12.86,25,0,0,0,1,0,0,0,0,0,0,0
5196.65,0.84,34.73,198.61,40.74,79,1,0,0,0,0,0,1,0,0,0,0
2565.28,0.78,39.61,304.87,34.53,44,0,0,0,0,0,0,0,0,0,0,1
8717.87,13.92,37.03,462.6,21.31,55,1,0,0,0,0,0,1,0,0,0,0
5969.07,19.84,920.07,160.82,7.24,50,0,0,0,0,0,1,0,0,0,0,0
1475.28,4.59,239.56,10.55,39.53,67,1,0,0,0,0,0,0,1,0,0,0
6326.55,15.39,50.31,497.73,55.19,24,0,0,0,0,0,1,0,0,0,0,0
5881.83,14.04,74.27,72.09,45.84,50,1,0,0,0,0,1,0,0,0,0,0
476.04,9.3,68.5,101.74,46.27,71,1,0,0,0,0,0,0,0,0,0,1
4466.69,1.3,502.19,371.69,4.29,57,1,0,0,0,0,1,0,0,0,0,0
7245.74,15.41,21.66,177.88,28.02,26,0,0,0,0,0,0,0,0,0,1,0
3887.54,3.94,575.24,92.52,22.5,25,0,0,0,0,0,0,0,0,0,1,0
4224.21,11.78,92.77,135.95,21.53,85,0,0,0,0,1,0,0,0,0,0,0
492.35,2.34,52.94,463.19,50.4,87,0,0,0,1,0,0,0,0,0,0,0
2953.03,0.53,38.58,151.42,20.66,84,0,0,0,0,0,0,1,0,0,0,0
9597.07,5.04,31.17,408.51,25.22,86,0,0,0,0,0,1,0,0,0,0,0
8258.8,2.46,62.66,147.4,29.02,18,0,0,0,1,0,0,0,0,0,0,0
775.01,3.01,20.12,278.74,59.52,27,0,0,0,0,0,0,0,0,1,0,0
3023.71,14.24,19.42,411.52,60.59,67,0,0,0,0,0,0,0,0,0,1,0
5679.58,14.86,41.98,65.99,11.82,87,0,0,0,0,0,0,0,1,0,0,0
824.58,43.47,157.14,211.04,3.8,83,0,0,0,0,0,1,0,0,0,0,0
6959.35,10.52,72.2,222,13.42,29,0,1,0,0,0,0,0,0,0,0,0
7035.84,4.82,66.85,253.78,4.54,74,0,1,0,0,0,0,0,0,0,0,0
5656.81,2.42,38.75,361.22,71.4,50,1,0,0,0,0,0,1,0,0,0,0
7023.52,11.74,74.93,199.27,23.51,60,0,0,0,1,0,0,0,0,0,0,0
527.72,14.51,38.28,455.83,127.13,80,0,0,0,0,0,0,0,0,0,1,0
2529.99,1.22,146.32,361.32,12.84,60,0,0,0,0,0,0,0,1,0,0,0
3414.39,3.81,25.08,266.73,20.02,84,0,0,0,1,0,0,0,0,0,0,0
9182.39,9.49,4.07,315.9,2.47,35,1,0,0,1,0,0,0,0,0,0,0
9268.12,0.43,70.69,68.27,73.54,28,0,0,0,0,0,0,0,0,0,0,1
8949.12,4.48,66.71,253.7,30.65,51,0,0,0,0,0,0,0,0,0,0,1
3435,18.72,86.39,35.66,23.12,64,0,0,0,0,1,0,0,0,0,0,0
9817.38,11.57,34.65,476.2,3.05,32,1,0,0,1,0,0,0,0,0,0,0
1019.5,3.75,8.2,274.76,13.71,64,0,0,0,0,1,0,0,0,0,0,0
4855.6,6.76,77.68,263.07,50.91,66,1,0,0,0,0,0,1,0,0,0,0
3678.97,2.93,49.44,254.8,8.39,56,1,0,0,0,1,0,0,0,0,0,0
6898.2,4.04,23.83,286.76,9.87,19,0,0,0,0,0,0,0,0,0,1,0
5973.23,4.57,55.95,252.3,1.17,72,0,0,0,1,0,0,0,0,0,0,0
7413.39,2.73,99.99,234.93,20.77,70,0,0,0,0,0,0,0,0,1,0,0
8984.07,7.33,503.47,179.12,19.52,62,1,0,0,0,1,0,0,0,0,0,0
6933.91,11.27,726.67,446.69,34.1,54,0,0,0,0,1,0,0,0,0,0,0
7084.68,1.78,76.27,171.08,31.2,24,0,0,0,0,0,0,0,0,0,0,1
777.99,6.35,42.42,365.93,52.09,81,1,0,1,0,0,0,0,0,0,0,0
1132.09,1.01,50.13,202.46,5.36,84,0,0,0,0,0,1,0,0,0,0,0
3705.97,22.67,39.54,367.89,5.98,72,0,0,0,0,0,0,0,0,1,0,0
4226.45,10.54,89.84,186.43,41.27,64,0,0,0,1,0,0,0,0,0,0,0
1573.42,5.46,34.91,151.73,18.94,39,0,0,0,0,0,0,0,0,0,1,0
1353.56,22,17.48,430.96,68.08,85,0,0,0,0,0,0,0,1,0,0,0
4176.22,12.09,670.26,38.46,121.37,41,0,0,0,0,1,0,0,0,0,0,0
4287.06,7.82,31.72,118.63,10.53,33,0,0,0,0,0,0,0,0,1,0,0
8116.83,20.72,77.19,331.76,13.45,30,1,0,0,0,1,0,0,0,0,0,0
2947.34,13.52,86.95,414.63,94.08,76,0,0,0,0,0,0,0,0,0,0,1
7192.89,0.64,422.5,184.23,15.67,89,1,0,0,0,0,0,1,0,0,0,0
7670.71,8.79,19.81,219.47,17.87,66,0,0,0,0,0,1,0,0,0,0,0
4041.09,8.76,15.58,355.81,34.99,28,1,0,0,0,0,0,0,0,0,1,0
6598.82,1.57,21.32,365.23,4.96,86,0,0,0,1,0,0,0,0,0,0,0
4567,22.92,713.18,32.23,8.22,43,0,0,0,0,0,0,0,0,0,0,1
3963.82,2.34,323.47,169.38,50.58,32,1,0,0,0,0,0,1,0,0,0,0
3195.02,14.68,837,273.71,61.99,45,0,0,0,1,0,0,0,0,0,0,0
7391.18,11.73,68.49,31.4,18.83,69,0,0,0,0,0,0,1,0,0,0,0
3948.65,13.59,147.91,351.54,27.98,50,0,0,1,0,0,0,0,0,0,0,0
5028.76,15.44,97.92,428.33,27.95,67,1,0,0,0,0,0,0,1,0,0,0
6138.47,5.29,1.4,337.91,67.33,21,0,0,0,0,0,0,0,0,1,0,0
7163.83,5.2,460.15,202.53,58.38,74,0,0,0,0,0,1,0,0,0,0,0
1093.73,22.94,41.33,385.47,45.21,25,0,0,0,0,0,0,0,0,1,0,0
5918.44,3.76,94.02,172.91,28.22,19,1,0,0,0,0,0,1,0,0,0,0
5134.39,6.87,73.75,285.3,14.56,78,0,0,0,0,1,0,0,0,0,0,0
7988.52,5.38,41.1,109.21,5.78,80,0,0,0,0,0,0,0,0,1,0,0
2973.28,12.18,25.94,181.1,145.66,87,1,0,0,0,0,0,0,0,1,0,0
8009.14,15.11,2.21,273.62,36.87,38,0,0,0,0,0,0,0,0,0,0,1
7515.96,1.91,59.47,79.03,106.01,62,0,0,0,0,0,0,0,0,0,1,0
8372.11,58.26,8.26,145.28,6.47,38,0,0,1,0,0,0,0,0,0,0,0
1789.77,1.8,76.32,384.21,21.22,18,0,0,0,0,0,0,0,1,0,0,0
8782.83,5.9,665.26,381.08,20.89,32,1,0,0,0,0,0,1,0,0,0,0
4439.46,39.46,90.98,32.65,5.04,34,0,0,0,0,0,0,0,0,1,0,0
4954.31,1.45,41.72,74.97,33.76,21,0,1,0,0,0,0,0,0,0,0,0
2182.47,16.91,96.47,99.89,64.8,85,1,0,0,0,1,0,0,0,0,0,0
8538.33,8.15,857.45,22.15,4.91,53,1,0,0,0,0,0,0,0,0,1,0
2156.94,22.91,41.05,472.28,11.66,87,1,0,0,0,0,0,1,0,0,0,0
5485.37,4.43,33.58,152.31,2.75,63,0,0,0,0,0,0,0,1,0,0,0
2098.59,0.96,172.7,217.65,23.59,75,0,0,0,0,0,0,0,0,0,0,1
3996.8,9.73,14.4,309.03,1.86,69,0,0,0,0,0,0,0,0,0,0,1
8647.13,0.5,420.37,487.39,62.02,37,1,0,1,0,0,0,0,0,0,0,0
270.22,8.65,29.69,189.96,9.57,70,0,1,0,0,0,0,0,0,0,0,0
5764.55,15.56,14.49,408.14,72.79,26,1,1,0,0,0,0,0,0,0,0,0
7996.51,7.63,53.26,67.14,95.4,19,0,1,0,0,0,0,0,0,0,0,0
3328.68,10.05,65.22,139.32,19.58,52,0,0,0,0,0,0,0,0,0,0,1
6520.52,19.26,74.06,397.5,55.21,67,1,1,0,0,0,0,0,0,0,0,0
2686.15,64.22,93.13,40.41,3.17,26,0,0,0,0,1,0,0,0,0,0,0
8948.77,12.58,26.14,380.62,25.07,86,0,0,0,0,1,0,0,0,0,0,0
2643.2,8.64,32.52,7.62,29.71,80,0,0,0,0,0,1,0,0,0,0,0
6183.99,22.99,162.13,214.37,5.49,75,0,0,0,0,0,1,0,0,0,0,0
1582.77,12.57,32.45,383.59,18.56,74,0,1,0,0,0,0,0,0,0,0,0
1615.47,25.23,698.72,386.78,80.53,70,1,1,0,0,0,0,0,0,0,0,0
9146.42,7.52,40.46,4.5,47.06,62,1,0,0,1,0,0,0,0,0,0,0
622.53,8.07,66.52,269.01,5.59,43,0,0,0,1,0,0,0,0,0,0,0
1709.8,8.03,49.22,318.48,50.3,19,1,0,0,0,0,0,0,0,1,0,0
8201.83,1.8,37.36,6.99,34.97,76,0,0,0,0,0,1,0,0,0,0,0
3215.01,8.92,588.68,59.16,3.14,19,0,0,0,0,0,0,0,0,1,0,0
6922.09,4.4,51.71,472.57,4.07,26,0,0,0,0,0,0,0,0,0,0,1
4289.7,20.56,35.95,429.31,9.63,62,0,1,0,0,0,0,0,0,0,0,0
4209.38,9.18,34.34,89.13,125.08,35,0,1,0,0,0,0,0,0,0,0,0
3055.66,0.9,61.67,436.53,10.9,87,0,1,0,0,0,0,0,0,0,0,0
6863.31,1.71,78.92,366.62,33.91,29,0,0,0,1,0,0,0,0,0,0,0
1446.07,3.86,75.28,63.7,93.48,73,0,0,0,0,0,0,0,0,0,0,1
4176.46,10.92,23.52,0.57,10.83,32,0,0,1,0,0,0,0,0,0,0,0
6594.98,5.03,33.25,265.5,15.62,42,0,0,0,0,0,0,0,0,0,0,1
9371.25,0.66,68.9,365.03,16.07,40,1,0,0,0,0,0,0,0,1,0,0
1321.15,12.13,70.4,89.48,39.57,35,0,0,0,0,0,0,0,0,0,0,1
1200.15,1.12,68.25,237.27,4.72,39,0,0,0,0,0,0,1,0,0,0,0
7268.28,38.79,42.83,9.29,11.71,62,0,0,0,0,1,0,0,0,0,0,0
1273.87,26.98,993.12,264.72,15.59,54,0,0,0,0,1,0,0,0,0,0,0
6844.97,4.62,11.37,341.35,6.98,38,0,0,0,0,0,0,0,0,1,0,0
614.95,1.26,17.1,186.87,26.44,34,0,0,0,0,0,0,0,0,0,1,0
2944.88,11,799.91,480.56,3.82,49,0,1,0,0,0,0,0,0,0,0,0
6227.36,4.07,92.63,321.84,18.71,89,1,0,0,0,1,0,0,0,0,0,0
6865.35,26.63,61.78,438.39,37.5,63,0,0,0,0,0,0,0,0,1,0,0
8219.6,29.33,50.63,326.45,24.82,39,1,0,0,0,0,0,0,0,0,1,0
8488.35,6.28,2.74,249.66,31.63,68,0,0,0,0,0,0,0,0,0,1,0
519.11,6.13,76.94,171.05,71.87,20,1,0,0,0,0,0,1,0,0,0,0
314.91,1.85,44.98,98.54,33.57,86,0,0,0,0,0,0,1,0,0,0,0
130.41,44.06,92.58,166.06,55.35,75,1,0,0,0,0,0,1,0,0,0,0
7392.69,1.97,89.79,69.81,60.7,46,0,0,0,0,0,0,0,0,0,1,0
9899.66,21.34,668.08,305.51,10.54,67,0,0,0,0,0,0,0,0,1,0,0
7802.35,3.64,772.68,32.77,171.97,65,0,0,0,0,0,0,0,0,0,1,0
1141.36,3.28,73.41,408.12,19.78,50,0,0,0,0,1,0,0,0,0,0,0
7440.91,2.17,82.34,150.55,28.84,82,1,0,0,0,0,0,1,0,0,0,0
7334.91,32.38,65.57,95.94,16.23,33,0,0,1,0,0,0,0,0,0,0,0
8302.88,6.94,23.93,156.55,64.27,32,0,0,0,0,0,0,0,0,0,1,0
1908.34,3.66,84.44,431.72,13,78,0,0,1,0,0,0,0,0,0,0,0
7573.16,7.39,66.28,177.69,49.4,50,0,1,0,0,0,0,0,0,0,0,0
5117.15,34.3,66.44,31.63,30.04,29,0,0,0,0,0,0,0,1,0,0,0
4021.07,2.45,44.2,151.39,11.56,20,0,1,0,0,0,0,0,0,0,0,0
1926.4,3.05,87.46,320.94,4.05,86,0,0,0,0,0,0,0,1,0,0,0
9139.24,14.15,62.17,473.81,4.78,51,0,0,0,0,0,1,0,0,0,0,0
6097.86,2.53,12.24,168.33,4.16,61,1,0,0,0,0,0,1,0,0,0,0
9151.61,6.28,13.09,303.52,81.64,20,0,0,0,0,0,0,0,1,0,0,0
3556.77,19.75,57.59,269.65,31.84,77,0,1,0,0,0,0,0,0,0,0,0
3087.09,25.39,73.7,45.57,0.85,38,0,0,0,0,0,0,1,0,0,0,0
3282.99,3.78,84.42,203.56,16.77,35,0,0,0,0,0,1,0,0,0,0,0
4187.23,52.02,72.24,195.63,14.3,77,0,0,0,0,0,0,0,0,1,0,0
3838.39,2.96,37.79,167.52,24.65,86,0,1,0,0,0,0,0,0,0,0,0
3397.3,0.34,619.84,62.96,67.75,69,1,0,1,0,0,0,0,0,0,0,0
646.83,4.61,610.86,361.37,29.44,29,1,0,0,0,0,0,1,0,0,0,0
5689.2,19.29,221.51,3.11,101.28,74,1,0,0,0,0,0,0,0,1,0,0
8789.02,4.8,27.99,110.31,4.75,32,0,0,0,1,0,0,0,0,0,0,0
1020.22,19.09,94.74,411.83,5.92,36,0,0,0,0,0,1,0,0,0,0,0
4198.84,9.79,83.56,17.98,42.23,18,0,0,0,0,0,1,0,0,0,0,0
6146.52,2.89,85.21,304.1,114.23,46,0,0,0,0,0,0,0,0,0,1,0
4606.83,2.3,69.92,107.31,25.9,31,0,0,0,1,0,0,0,0,0,0,0
5409.87,5.22,48.17,131.91,27.72,36,0,0,0,0,1,0,0,0,0,0,0
2014.49,12.99,30.25,408.06,2.88,57,1,0,0,1,0,0,0,0,0,0,0
9421.33,8.22,55.55,227.62,7.12,52,0,0,0,0,0,0,0,0,0,1,0
3143.81,3.06,139.51,218.58,12.13,62,0,0,0,0,0,0,0,0,0,1,0
2994.96,11.88,8.94,472.47,19.09,38,0,0,0,0,0,0,0,0,1,0,0
4582.32,0.61,54.15,389.56,38.38,55,0,0,0,0,0,0,0,0,1,0,0
805.7,8.07,44.55,215.29,13.88,69,0,0,0,0,0,0,0,0,0,0,1
9804.34,29.15,97.18,360.62,22.77,50,1,0,0,0,0,0,0,0,1,0,0
4848.62,4.23,71.68,238.17,39.65,39,0,0,0,0,0,0,0,0,1,0,0
4419.59,2.52,787.36,226.57,76.64,39,0,0,0,0,0,0,0,0,1,0,0
9630.18,16.75,25.13,34.85,6.14,73,0,1,0,0,0,0,0,0,0,0,0
4475.45,1.68,63.41,232.66,11.96,39,0,0,1,0,0,0,0,0,0,0,0
8309.96,1.64,80.63,97.78,28.18,72,0,0,0,0,0,0,0,0,0,1,0
868.62,12.66,60.7,466.12,31.11,45,0,0,0,0,1,0,0,0,0,0,0
1699.05,4.52,54.92,166.74,20.88,57,0,0,0,0,0,0,0,0,0,0,1
5152.48,5.55,83.6,271.78,39.04,29,0,0,0,0,0,1,0,0,0,0,0
9629.5,11.72,69.25,378.43,91.91,56,0,0,0,0,0,0,0,0,0,1,0
7174.08,12.17,217.66,53.62,22.62,60,1,0,0,0,0,0,1,0,0,0,0
1726.73,4.06,15.83,207.84,28.02,58,0,0,0,0,0,1,0,0,0,0,0
9506.54,21.55,13.13,146.34,41.74,73,0,0,0,0,0,1,0,0,0,0,0
4866.59,4.32,9.64,127.03,25.58,62,0,0,0,1,0,0,0,0,0,0,0
6285.41,3.99,95.05,147.98,2.11,54,0,0,0,0,0,1,0,0,0,0,0
9856.42,3.06,62.46,404.14,8.9,56,0,0,0,1,0,0,0,0,0,0,0
6858.1,2.46,912.47,267.02,75.86,68,0,0,0,0,1,0,0,0,0,0,0
5129.72,1.46,14.04,75.86,8.1,43,0,0,0,0,1,0,0,0,0,0,0
8455.4,12.28,590.79,431.88,30.24,28,1,0,0,0,0,0,1,0,0,0,0
9497.6,1.85,78.23,424.89,77.71,20,0,0,0,0,0,0,0,0,0,1,0
9786.9,3.63,345.51,461.61,2.38,84,1,0,0,1,0,0,0,0,0,0,0
9833.49,15.27,38.92,52.29,88.1,80,0,0,0,0,0,0,1,0,0,0,0
4369.71,11.59,47.47,353.35,38.59,37,0,0,0,0,0,0,1,0,0,0,0
7536.71,9.32,536.07,218.3,24.24,22,0,0,0,0,0,1,0,0,0,0,0
7203.05,21.39,11.55,303.25,148.98,45,1,0,0,0,0,0,0,0,0,1,0
305.32,4.98,88.3,161.12,10.5,21,0,0,0,0,0,0,0,0,0,0,1
5564.41,8.39,516.83,158.28,85.53,30,0,0,1,0,0,0,0,0,0,0,0
6215.19,4.62,3.17,409.24,3.71,40,0,0,1,0,0,0,0,0,0,0,0
1279.09,3.38,26.32,169.9,5.06,55,0,1,0,0,0,0,0,0,0,0,0
9339.17,13.95,89.28,478.85,2.8,24,0,0,0,0,1,0,0,0,0,0,0
206.74,8.64,77.41,378.4,9.37,65,0,0,0,0,0,0,0,1,0,0,0
1052.11,7.85,94.03,18.95,41.55,62,0,0,1,0,0,0,0,0,0,0,0
4008.29,15.34,68.52,115.34,0.32,70,0,0,0,1,0,0,0,0,0,0,0
9930.42,7.57,22.44,290.66,32.02,83,1,0,0,0,0,1,0,0,0,0,0
293.07,15.58,48.25,292.16,71.37,82,1,0,0,0,0,0,1,0,0,0,0
2239.45,5.54,73.33,436.92,10.95,85,0,0,0,0,0,0,0,0,0,1,0
3489.39,1.71,76.8,89.35,0.57,32,0,0,0,0,0,1,0,0,0,0,0
8898.89,0.62,3.43,398.52,5.15,35,0,0,1,0,0,0,0,0,0,0,0
8334.6,18.23,23.4,468.27,86.51,52,0,1,0,0,0,0,0,0,0,0,0
748.61,6.96,0.33,240.37,39.22,19,0,1,0,0,0,0,0,0,0,0,0
6198.14,20.72,67.29,306.02,41.79,21,1,0,0,0,0,0,1,0,0,0,0
9217.02,10.22,39.96,395.36,7.44,25,0,0,0,0,1,0,0,0,0,0,0
2615.4,9.41,90.86,12.78,1.23,87,0,0,0,0,0,0,0,1,0,0,0
4873.71,6.57,87.06,348.35,18.88,52,0,0,0,1,0,0,0,0,0,0,0
4877.89,6.77,57.53,385.71,11.07,72,0,0,0,0,0,0,0,0,0,0,1
9111.5,5.38,28.09,300.24,46.49,88,0,1,0,0,0,0,0,0,0,0,0
2720.04,0.39,6.27,492.33,96.18,31,0,0,0,0,0,0,0,0,0,0,1
3576.87,11.03,14.38,479.11,63.88,50,0,0,0,0,0,1,0,0,0,0,0
9068.85,9.73,6.76,282.8,27.62,75,0,0,0,0,0,0,0,0,0,1,0
6275.46,5.01,66.26,196.18,8.17,88,0,0,0,0,0,0,0,0,1,0,0
9437.53,5.3,885.28,349.36,49.26,39,0,0,0,0,0,1,0,0,0,0,0
9287.58,13,80.31,53.06,117.12,52,1,0,0,0,0,0,1,0,0,0,0
6377.01,6.25,73.26,454.53,89.07,19,1,0,0,0,0,0,1,0,0,0,0
2712.85,6.4,30.13,391.49,118.75,34,1,0,0,1,0,0,0,0,0,0,0
3983.73,25.56,40.94,249.4,11.1,89,1,0,0,0,0,0,1,0,0,0,0
5075.85,1.37,93.19,215.94,41.34,26,0,0,0,0,0,1,0,0,0,0,0
1142.54,2.94,23.56,239.2,93.4,58,0,0,0,0,0,0,0,0,0,1,0
2460.06,8.13,370.66,241.28,26.08,65,0,0,0,0,0,0,0,0,0,0,1
4376.69,8.03,42.42,59.2,22.93,73,0,0,0,0,0,1,0,0,0,0,0
8057.42,7.75,3.57,328.85,3.33,38,0,1,0,0,0,0,0,0,0,0,0
3540.6,2.64,55.34,49.52,4.19,76,0,0,1,0,0,0,0,0,0,0,0
2069.38,10.14,98.21,485.25,71.14,22,1,0,0,0,0,0,1,0,0,0,0
8529.98,2.83,6.92,206.24,3.14,86,0,0,0,1,0,0,0,0,0,0,0
8659.78,18.05,838.84,129.02,1.2,37,0,0,0,0,0,0,0,0,0,1,0
1879.31,3.17,1.74,31.63,5.42,54,0,0,0,0,1,0,0,0,0,0,0
4099.88,3.58,25.62,356.33,10.65,53,0,0,0,0,1,0,0,0,0,0,0
1672.13,19.05,753.77,123.98,21.85,34,0,1,0,0,0,0,0,0,0,0,0
8752.29,10.4,63.27,103.35,42.73,84,0,0,0,0,0,0,0,0,0,1,0
1527.63,9.35,78.68,464,49.02,36,0,0,1,0,0,0,0,0,0,0,0
8757.86,0.73,36.06,15.26,21.13,20,0,0,0,0,0,0,0,0,1,0,0
1576.11,35.92,11.29,436.37,50.24,56,1,0,0,0,0,1,0,0,0,0,0
746.76,9.56,247.05,412.45,1.3,32,0,0,1,0,0,0,0,0,0,0,0
601.75,35.96,78.12,491.62,1.67,25,1,0,0,0,0,0,1,0,0,0,0
7167.74,3.24,0.01,356,4.26,50,1,0,0,0,0,1,0,0,0,0,0
8363.19,3.7,83.01,14.59,69.42,25,0,0,0,0,0,0,0,1,0,0,0
4387.37,3.12,203.78,406.7,43.73,57,1,0,0,0,0,0,0,1,0,0,0
8472.05,25.75,99.69,311.86,31.82,31,0,0,0,0,0,0,0,0,0,0,1
1785.49,0.17,36.96,113.5,54.85,27,0,0,0,0,0,0,0,0,1,0,0
3294.23,2.16,535.7,49.34,8.49,37,0,0,1,0,0,0,0,0,0,0,0
8101.65,3.37,34.49,324.07,53.22,19,1,0,0,0,0,0,0,0,0,0,1
1382.51,8.12,79.63,108.68,66.32,21,0,0,1,0,0,0,0,0,0,0,0
4615.31,8.3,590.62,198.59,70.3,33,1,0,0,0,0,0,0,0,0,0,1
1324.27,14.04,500.3,457.57,52.9,72,1,0,0,0,1,0,0,0,0,0,0
2399.21,6.71,8.34,242.44,19.48,75,0,0,1,0,0,0,0,0,0,0,0
6266.88,9.44,64.73,49.3,16.27,52,0,0,0,0,0,0,0,0,0,1,0
7098.06,0.81,58.95,277.24,16.7,28,0,0,0,0,1,0,0,0,0,0,0
2539.63,3.48,86.15,34.29,39.68,21,0,0,1,0,0,0,0,0,0,0,0
6961.56,7.92,85.35,295.89,0.57,72,0,0,0,0,0,0,0,0,1,0,0
9719.76,2.86,53.78,281.63,36.16,20,0,0,1,0,0,0,0,0,0,0,0
1959.25,1.3,68.74,294.61,46.25,61,1,0,0,0,0,0,0,0,1,0,0
401.79,4.75,0.55,175.64,7.45,82,0,0,0,0,1,0,0,0,0,0,0
3963.78,26.14,803.44,174.82,58.24,58,1,0,0,1,0,0,0,0,0,0,0
5416.49,5.55,65.42,115.3,5.7,56,0,0,0,0,1,0,0,0,0,0,0
2430.51,3.31,68.86,297.29,13.16,31,0,0,0,0,0,0,0,0,0,1,0
3166.52,16.8,117.35,391.58,27.86,22,0,0,0,0,0,1,0,0,0,0,0
145.74,1.42,65.06,38.8,25.31,83,0,0,0,0,0,0,0,0,1,0,0
4428.6,3.34,597.85,163.93,48.33,70,1,0,0,0,0,0,1,0,0,0,0
7071.68,3.66,45.87,335.19,2.25,50,1,0,0,0,0,0,1,0,0,0,0
9238.38,6.7,73.81,217.79,37.81,66,0,0,0,0,0,0,0,0,1,0,0
6221.47,13.47,36.84,454.46,20,63,0,0,1,0,0,0,0,0,0,0,0
6578.6,13.8,79.88,211.91,30.73,80,0,0,0,0,0,1,0,0,0,0,0
8645.79,1,890.27,398.57,30.58,78,0,0,0,0,0,0,0,0,0,1,0
9550.6,10.94,39.72,482.68,8.2,37,0,0,1,0,0,0,0,0,0,0,0
